,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
172,172,"$2,030",1 Bed,1 Bath,4d ago,1002 Constitution Ave Ne ,Washington,DC, 20002,,
173,173,"$1,910",1 Bed,1 Bath,4d ago,623 A St Ne ,Washington,DC, 20002,,
174,174,"$2,560",1 Bed,1 Bath,4d ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
175,175,"$2,570",1 Bed,1 Bath,4d ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
176,176,"$3,000",1 Bed,1 Bath,4d ago,801 Virginia Ave Se ,Washington,DC, 20003,,
177,177,"$1,529",1 Bed,1 Bath,4d ago,The Woodner3636 16th St Nw,Washington,DC, 20010,,
178,178,"$2,265",1 Bed,1 Bath,4d ago,Alta 801801 New Jersey Ave Nw,Washington,DC, 20001,,
179,179,"$1,850",1 Bed,1 Bath,4d ago,3902 14th St Nw ,Washington,DC, 20011,,
180,180,"$1,725",1 Bed,1 Bath,4d ago,2415 Ontario Rd Nw ,Washington,DC, 20009,,
181,181,"$1,999",1 Bed,1 Bath,4d ago,70 N St Se ,Washington,DC, 20003,,
182,182,"$2,200",1 Bed,1 Bath,4d ago,1532 15th St NW1532 15th St Nw,Washington,DC, 20005,,
183,183,"$2,400",1 Bed,1 Bath,4d ago,811 4th St Nw ,Washington,DC, 20001,,
184,184,"$1,969",1 Bed,1 Bath,4d ago,2501 Q Street2501 Q St Nw,Washington,DC, 20007,,
185,185,"$1,795",1 Bed,1 Bath,4d ago,Devonshire Court South4105 Wisconsin Ave Nw,Washington,DC, 20016,,
186,186,"$3,310",1 Bed,1 Bath,4d ago,450 Massachusetts Ave Nw ,Washington,DC, 20001,,
187,187,"$2,720",1 Bed,1 Bath,4d ago,415 L St Nw ,Washington,DC, 20001,,
188,188,"$2,760",1 Bed,1 Bath,4d ago,55 M St Ne ,Washington,DC, 20002,,
189,189,"$3,970",1 Bed,1 Bath,4d ago,1772 Church St Nw ,Washington,DC, 20036,,
190,190,"$4,110",1 Bed,1 Bath,4d ago,2101 Champlain St Nw ,Washington,DC, 20009,,
191,191,"$2,880",1 Bed,1 Bath,4d ago,28 K St Se ,Washington,DC, 20003,,
192,192,"$3,480",1 Bed,1 Bath,4d ago,450 Massachusetts Ave Nw ,Washington,DC, 20001,,
193,193,"$4,110",1 Bed,1 Bath,4d ago,2101 Champlain St Nw ,Washington,DC, 20009,,
194,194,"$3,670",1 Bed,1 Bath,4d ago,2121 1st St Sw ,Washington,DC, 20024,,
195,195,"$3,400",1 Bed,1 Bath,4d ago,1200 14th St Nw ,Washington,DC, 20005,,
196,196,"$4,600",1 Bed,1 Bath,4d ago,2221 I St Nw ,Washington,DC, 20037,,
197,197,"$3,470",1 Bed,1 Bath,4d ago,450 Massachusetts Ave Nw ,Washington,DC, 20001,,
198,198,"$2,820",1 Bed,1 Bath,4d ago,425 L St Nw ,Washington,DC, 20001,,
199,199,"$2,860",1 Bed,1 Bath,4d ago,415 L St Nw ,Washington,DC, 20001,,
200,200,"$2,600",1 Bed,1 Bath,4d ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
201,201,"$4,110",1 Bed,1 Bath,4d ago,2101 Champlain St Nw ,Washington,DC, 20009,,
202,202,"$2,610",1 Bed,1 Bath,4d ago,1826 Vernon St Nw ,Washington,DC, 20009,,
203,203,"$2,250",1 Bed,1 Bath,4d ago,616 E St Nw ,Washington,DC, 20004,,
204,204,"$2,000",1 Bed,1 Bath,4d ago,25 N St Nw,Washington,DC, 20001,,
205,205,"$1,678",1 Bed,1 Bath,4d ago,1620 Fuller St Nw ,Washington,DC, 20009,,
206,206,"$2,500",1 Bed,1 Bath,4d ago,2815 Q St Nw,Washington,DC, 20007,,
207,207,"$2,100",1 Bed,1 Bath,4d ago,2320 Wisconsin Ave Nw ,Washington,DC, 20007,,
208,208,"$3,500",1 Bed,1 Bath,4d ago,2107 Wyoming Ave Nw,Washington,DC, 20008,,
209,209,"$1,745",1 Bed,1 Bath,4d ago,86 Q St Sw ,Washington,DC, 20024,,
210,210,"$2,085",1 Bed,1 Bath,4d ago,Carmel Plaza Apartments200 K St Nw,Washington,DC, 20001,,
211,211,"$1,975",1 Bed,1 Bath,4d ago,301M301 M St Sw,Washington,DC, 20024,,
212,212,"$1,904",1 Bed,1 Bath,4d ago,Adams Garden Towers2325 15th St Nw,Washington,DC, 20009,,
213,213,"$2,800",1 Bed,1 Bath,5d+ ago,700 Seventh St SW,Washington,DC, 20024,,
214,214,"$1,765",1 Bed,1 Bath,5d+ ago,2307 S St Se ,Washington,DC, 20020,,
215,215,"$2,850",1 Bed,1 Bath,5d+ ago,The Promenade1884 Columbia Rd Nw,Washington,DC, 20009,,
216,216,"$1,650",1 Bed,1 Bath,5d+ ago,2 17th St Se,Washington,DC, 20003,,
217,217,"$1,900",1 Bed,1 Bath,5d+ ago,1600 Pennsylvania Avenue SEOur team has verified this property1600 Pennsylvania Ave Se,Washington,DC, 20003,,
218,218,"$1,600",1 Bed,1 Bath,5d+ ago,322 U Street NW322 U St Nw,Washington,DC, 20001,,
219,219,"$1,499",1 Bed,1 Bath,5d+ ago,1321 Fairmont St Nw ,Washington,DC, 20009,,
220,220,"$1,595",1 Bed,1 Bath,5d+ ago,1235 Randolph St NW1235 Randolph St Nw,Washington,DC, 20011,,
221,221,"$2,467",1 Bed,1 Bath,5d+ ago,1236 I St Ne ,Washington,DC, 20002,,
222,222,"$2,624",1 Bed,1 Bath,5d+ ago,Berkshire 152011 15th St Nw,Washington,DC, 20009,,
223,223,"$2,553",1 Bed,1 Bath,5d+ ago,Ledger Union MarketOur team has verified this property1320 4th St Ne,Washington,DC, 20002,,
224,224,"$1,976",1 Bed,1 Bath,5d+ ago,4115 WisconsinOur team has verified this property4115 Wisconsin Ave Nw,Washington,DC, 20016,,
225,225,"$2,060",1 Bed,1 Bath,5d+ ago,Idaho TerraceOur team has verified this property3040 Idaho Ave Nw,Washington,DC, 20016,,
226,226,"$2,193",1 Bed,1 Bath,5d+ ago,2231 OntarioOur team has verified this property2231 Ontario Rd Nw,Washington,DC, 20009,,
227,227,"$3,600",1 Bed,1 Bath,5d+ ago,1633 QOur team has verified this property1633 Q St Nw,Washington,DC, 20009,,
228,228,"$1,475",1 Bed,1 Bath,5d+ ago,Park CrestOur team has verified this property2324 41st Street Northwest,Washington,DC, 20007,,
229,229,"$3,080",1 Bed,1 Bath,5d+ ago,2101 Champlain St Nw ,Washington,DC, 20009,,
230,230,"$2,710",1 Bed,1 Bath,5d+ ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
231,231,"$2,165",1 Bed,1 Bath,5d+ ago,Park TriangleOur team has verified this property1375 Kenyon St Nw,Washington,DC, 20010,,
232,232,"$1,800",1 Bed,1 Bath,5d+ ago,4909 Wisconsin Ave Nw ,Washington,DC, 20016,,
233,233,"$1,490",1 Bed,1 Bath,5d+ ago,3035 30th St Se ,Washington,DC, 20020,,
234,234,"$1,800",1 Bed,1 Bath,5d+ ago,750 Irving St Nw ,Washington,DC, 20010,,
